nombre,seguidores,amigos,tweets,localizacion,verificado,idioma,protected
JoanAlmi,257,1025,2477,Valencia,False,es,False
IAmRosique,301,281,7529,Valencia,False,es,False
anakalero,129,502,1006,Valencia,False,es,False
Emilia_Rodguez,106,142,1055,Alicante,False,es,False
j_estelles,84,259,1948,,False,es,False
Marimanba,4,38,82,,False,es,False
Fatimeta,385,421,6726,Valencia,False,es,False
CVONGD,3775,1700,17938,Valencia,False,es,False
VallaMestalla,2300,2847,12707,Mestalla,False,es,False
SleepinginValen,111,113,1487,Valencia,False,es,False
aridni86,67,147,175,Corbera,False,ca,False
canyamelar,37,90,268,,False,es,False
fehvhosteleria,2633,1151,3093,Valencia,False,es,False
Vins_Lloret,88,358,1154,,False,es,False
paquitasolgest,5,124,8,,False,es,False
blackplv,7,63,5,,False,es,False
Hugo_Up,155,427,2566,Saceda del Rio ,False,es,False
moliner_jorge,57,192,53,,False,es,False
Monicakarmen,120,393,1885,,False,es,False
Miguegandia,77,196,915,Valencia,False,es,False
jawieriglesias,358,990,6562,Valencia,False,es,False
Valencia_happy,812,695,481,Valencia,False,es,False
kolomer4,117,1918,1540,,False,ca,False
subafresh,1100,2875,2054,,False,es,False
xino_moreno,193,509,563,Castell\u00f3n,False,es,False
InfoSubafresh,14,6,5,,False,es,False
juaferfe,758,2008,8384,Valencia,False,es,False
GVAartesania,873,123,3337,Comunitat Valenciana,False,es,False
Pep_Serrano,31,90,549,Valencia,False,es,False
Jovi1959,135,466,8755,Valencia,False,es,False
Esteve_Jo,477,972,4427,Pu\u00e7ol,False,es,False
gustavobueso,383,374,1150,Valencia,False,es,False
javijap,14,58,33,Valencia,False,es,False
javixalonero3,1339,1209,22759,Xal\u00f3-Val\u00e8ncia,False,es,False
celvirae,82,598,2316,,False,es,False
jorge_dejuan,194,548,659,,False,es,False
dktgra,122,292,2482,Valencia,False,es,False
JoanDavidboix,73,457,278,,False,es,False
LocandiaEstudio,232,647,541,Quart de Poblet,False,es,False
begonya_serrano,308,210,868,Valencia,False,es,False
anabelcer,24,335,71,,False,es,False
MarinaGarciaG,111,372,1626,Valencia,False,es,False
mar_reme,38,437,166,,False,es,False
BRAN3,15,220,63,España,False,es,False
XativaTurisme,1457,506,5906,X\u00e0tiva (Val\u00e8ncia),False,es,False
cramr1984,90,143,550,Valencia,False,es,False
gentdealboraya,266,263,407,Valencia,False,es,False
La_Recovera,330,613,395,Valencia,False,es,False
levante_emv,211085,1918,138289,Valencia,True,es,False
Turisafor,268,313,1480,Gandia,False,es,False
cortsval,14235,4362,8028,Comunidad Valenciana,False,es,False
Julitopes06,138,809,180,,False,es,False
RafaCarid,301,651,10459,Valencia,False,ca,False
BordesSancho,4,21,23,,False,ca,False
gim_86,346,752,4505,Barranquilla,False,es,False
benet_delcan,656,782,7599,,False,es,False
ParkinsonVLC,1497,1460,1916,Valencia,False,es,False
Sr_Gero,197,451,5457,La Costera,False,ca,False
lunittas1,1068,2428,11514,Comunidad Valenciana,False,es,False
pilarsorianoc,15,65,36,,False,es,False
choto40,69,306,1047,,False,es,False
valenciasarr,69,236,1963,,False,es,False
everil33,25,239,175,Valencia,False,es,False
lupico,1162,697,9799,Valencia,False,es,False
albvicent,1758,2060,7666,Valencia,False,ca,False
polipropile,118,835,353,Barcelona,False,ca,False
ampaieselcarme,150,223,3379,Valencia,False,ca,False
ErDunet,197,486,4315,La Pobla de Farnals,False,es,False
TatoEscriche,294,484,1610,Valencia,False,es,False
Ibosalma,374,629,736,Valencia,False,es,False
scarZaragoz1,26,111,71,Alc\u00e0sser,False,es,False
patroclo76,129,211,5305,Valencia,False,es,False
txamel1,216,425,2875,The blue planet,False,es,False
SarayMas,187,475,586,Valencia,False,es,False
Mageles80,247,586,1694,,False,es,False
M74671665,51,305,589,,False,es,False
javibaixauli,17,135,39,,False,es,False
ChicleCosmos87,250,551,4237,Valencia,False,es,False
jsoriano3,252,936,2247,,False,es,False
Angelapal_6,374,328,6271,Els carrers del m\u00f3n,False,es,False
CarlosBnto,87,213,223,,False,en,False
vicgira,118,547,456,Valencia,False,es,False
javiscos,222,895,632,pv,False,es,False
llauisso,120,293,2098,,False,es,False
lolanovo,214,235,313,Val\u00e8ncia,False,es,False
xordims,126,239,643,Valencia,False,es,False
ajuntamentdevlc,6,1,0,,False,es,False
Toret21,568,750,4324,,False,es,False
UnJustDoit,77,224,493,,False,ca,False
VicenteTorra,111,127,9794,Valencia,False,es,False
andreu_pc,215,644,12286,Agullent,False,es,False
reuv5,31,74,2317,,False,es,False
viuenvalencia,1673,533,612,Valencia,False,ca,False
JorgeMMartinezT,53,74,34,Valencia,False,ca,False
Dialoga2,3887,4674,1509,Valencia,False,es,False
enricct,3169,2302,26855,Valencia,False,ca,False
cga_cesar,6,45,25,Valencia,False,es,False
1beatrizb2,35,118,1,Benet\u00fasser,False,es,False
ManuFB6,1355,1351,11901,Cullera,False,es,False
GUSTAVOCARCELEN,106,567,4217,Valencia,False,ca,False
ShadesUnicorn,1247,765,81040,A rock to Scotland/ The wall,False,es,False
sfamiliav,53,44,277,,False,es,False
Basset1654,453,535,5339,Alboraia,False,es,False
NoeliaPachRa,84,320,47,,False,es,False
ximom,272,604,1059,Elche,False,es,False
jjescriche,68,222,99,Valencia,False,es,False
Alex_Olmos80,42,394,595,,False,es,False
pablo7alcora,703,533,4656,L'Alcora,False,es,False
AmparoPanadero,1971,1637,26970,Madrid Cuenca Valencia Morella,False,es,False
jalcantud_85,93,280,1295,,False,es,False
maravillas9,307,438,1234,Valencia,False,es,False
Palanca376,19,41,363,,False,es,False
Willysegarra,321,920,2542,,False,es,False
diegarmo,411,912,1166,España,False,es,False
crmiguelsanz,10,34,16,,False,es,False
5_giovani,767,702,14943,POLO SUR,False,es,False
SevesChris,32,162,346,,False,es,False
PepeCarot,54,27,159,,False,es,False
cristinaluzan,67,169,422,Valencia,False,es,False
medicblasto,3329,515,114743,Arkham ,False,es,False
Zumo89,62,243,4767,,False,es,False
JandroStinson,319,469,193,Benicalap,False,es,False
DavidTriky,25,199,35,Valencia,False,es,False
angasa69,14,286,9333,Valencia,False,es,False
albafp1,280,777,494,,False,ca,False
juliaabaixauli,325,1080,6209,Benet\u00fasser. Valencia. Espa\u00f1a.,False,es,False
Europa_DIVAL,706,778,2491,Valencia,False,es,False
NNDDpv,2177,1720,24963,,False,es,False
CSICval,1453,986,2058,Valencia,False,es,False
JCompromisVLC,1713,798,2141,Val\u00e8ncia,False,es,False
GVA112,84938,303,21015,,False,es,False
cucdeseda,218,367,5228,Carcaixen,False,es,False
PutosLiberales,501,166,30868,Valencia,False,es,False
YotsuyaFerrer,208,686,5044,,False,ca,False
APCCV,366,634,2659,Comunidad Valenciana,False,ca,False
rcodina71,95,278,40,Burriana,False,es,False
eleniakelena,20,159,1272,,False,es,False
_PMSV,2330,2558,14831,ESPA\u00d1A ,False,es,False
Aitor_mp90,88,333,1238,,False,es,False
tornemvlc,161,304,578,,False,es,False
mas_peiro,7,67,0,,False,es,False
RubenRase,1193,1413,8404,Valencia,False,es,False
rben_en,35,124,8425,,False,es,False
Lerailen_,283,466,5396,Valencia,False,ca,False
HelenaBeunza,390,687,1513,Valencia,False,es,False
anaserrap,288,746,697,Spain-Valencia,False,es,False
andromaik,21,193,50,,False,es,False
JessicaQuilRil,316,375,1077,Valencia,False,es,False
juanito7ec,148,209,5005,Valencia,False,en,False
raulcerda_,1160,2131,2371,Vilamarchant,False,es,False
eduard_urena,2701,608,4979,Valencia,False,es,False
gergonlli,574,1134,3556,Benilloba,False,ca,False
Marzelino4,9,88,1,Comunidad Valenciana,False,es,False
edusolivares,264,676,4427,Valencia,False,es,False
sansaloni,158,508,5327,,False,es,False
estudiANDANA,120,153,271,Catarroja,False,ca,False
SaletesGo,5,53,193,,False,es,False
vsalvador71,6,66,25,,False,es,False
inmamvercher,184,876,831,,False,es,False
Fina199035,3,86,16,,False,es,False
rosanapeiro,526,198,271,Valencia,False,es,False
Leticia_ORT_MAD,150,141,583,Valencia,False,es,False
bertapmich,301,225,2022,Entre Valencia y Zangoza (NAV),False,es,False
PLBBURJASSOT,113,55,77,Burjassot,False,es,False
BRISA93BRISA,24,126,422,Bu\u00f1ol,False,es,False
LourMarti,1393,1544,13675,,False,es,False
paco3ceros,10,21,6,,False,es,False
March_VLC,76,111,7514,,False,es,False
JaumeTarin,66,176,341,,False,es,False
VicentGomar,641,1755,13628,Valencia,False,ca,False
pabloplanells,285,508,1307,Barcelona/Valencia,False,es,False
jrcarles,105,181,279,,False,es,False
anderballester2,3,68,14,,False,en,False
Elisacarmenal,282,155,21287,,False,es,False
EncarnaSalvador,163,166,2019,,False,es,False
quuart,7,80,136,Sedav\u00ed,False,es,False
JoseLValiente,114,175,850,Valencia,False,es,False
MariaJoseGilT,86,403,255,,False,es,False
CharlyWAR_87,1425,853,43181,Madrid-Valencia,False,es,False
callecuerda,238,506,6050,M\u00e9s enll\u00e0 que ac\u00ed,False,es,False
AnunRamirez,1117,379,4580,Quart de les Valls (Valencia),False,es,False
FMusol,3282,4998,12249,Valencia,False,es,False
cremaet78,175,705,1979,Aldaia,False,es,False
VteAlventosa,2244,830,10290,Valencia,False,es,False
Levante_TV,18246,1818,38309,Valencia,True,es,False
frances5679,68,120,653,Valencia,False,es,False
avparquecentral,19,55,144,,False,es,False
RachellopezG,136,441,1449,Raquel busca su sitio,False,es,False
nuskana,347,2122,9356,Valencia,False,es,False
estebanscp,216,265,1676,Valencia,False,es,False
ALBERO_81,43,180,585,Valencia,False,es,False
Nelom42,312,1586,1228,Valencia,False,es,False
mmiikkeelliiuu,233,728,22632,Valencia,False,ca,False
InmInma,85,349,1410,,False,es,False
BEAT_VALENCIA,2031,680,6472,Valencia,False,es,False
beldavid_,1679,1215,14568,Val\u00e8ncia,False,es,False
GuillemMonte,607,798,16054,Al Pa\u00eds Valenci\u00e0,False,ca,False
sangarvi,658,1217,27080,Cabanyal-Val\u00e8ncia,False,es,False
MentidesAlsAnys,947,732,28965,,False,es,False
VictorMaceda,4733,972,19911,Valencia,False,ca,False
_rammar_,162,123,30,Europa,False,es,False
stamarit27,31,150,17,,False,es,False
pacablan,75,206,352,,False,es,False
_Guiomar_,971,741,6982,Valencia,False,es,False
MireiaMartinez,223,272,955,,False,es,False
aysa9,1212,938,54921,Val\u00e8ncia,False,es,False
Ida_Paqui,163,879,2056,,False,es,False
lacanyadateguia,114,283,125,La Ca\u00f1ada,False,es,False
Garcia71Rod,93,122,4228,,False,es,False
joevigi,404,1266,7705,Benifaio,False,es,False
clubrugbyvlc,373,431,767,Valencia,False,es,False
malc1979,14,159,75,Comunidad Valenciana,False,es,False
vnrumbo72,17,100,680,Valencia,False,es,False
ziosimo74,51,148,426,San zenone degli ezzelini,False,it,False
ConsentidoTM,805,1905,30003,Malvarrosa,False,es,False
HighInTheSky85,11,76,50,,False,es,False
miguelvs98,241,197,19317,Valencia,False,ca,False
MestresAkoe,1129,759,2641,Valencia,False,es,False
damita2808,692,874,21119,,False,es,False
amparoalberola,28,100,35,,False,es,False
DaniLopez_92,93,140,169,,False,es,False
dbau,180,223,2613,Valencia/Barcelona,False,it,False
eltiopepo,69,384,859,,False,es,False
edmundoifdantes,33,229,38,,False,es,False
judith_veizaga,19,163,13,Valencia,False,es,False
CMontesGaldon,33,318,2,Frankfurt on the Main,False,es,False
ManelBallester,1796,1305,8841,Entre Val\u00e8ncia i Madrid ,False,es,False
FallaLleons,1279,609,2217,Lleons,False,es,False
vicenriera,83,89,609,Barcelona,False,es,False
mananascuatro,220429,1184,54493,Mediaset Espa\u00f1a,True,es,False
gcaballero1,810,818,2349,Valencia,False,ca,False
Ayto_Burjassot,2182,893,12839,Burjassot,False,es,False
xavibellot,1663,1526,11910,Catarroja,False,es,False
LuisDalmau11,105,322,1644,Alcalal\u00ed (Alacant),False,ca,False
superluiti,36,169,55,Alacuas,False,es,False
sojevi,1401,853,1824,,False,es,False
carlesgariv,317,379,7781,Val\u00e8ncia,False,es,False
ismaelete,1393,831,3878,Valencia,False,es,False
thebsidecity,1051,249,1239,En el lugar m\u00e1s inesperado,False,es,False
Entredirectos,163,128,1572,,False,es,False
altraVLC,534,830,1941,Val\u00e8ncia,False,es,False
josepvalero,526,1279,1387,Setaig\u00fces, Val\u00e8ncia, Europa,False,ca
Miguel_Mollar,190,684,370,Valencia,False,es,False
VicenteMiguelGL,13,70,1,Valencia,False,es,False
DolorsGimeno,512,513,8190,,False,ca,False
hdehogueras,963,871,1286,Valencia -Alicante,False,es,False
GVAadcv,594,342,2229,,False,es,False
klaram,252,443,347,Valencia,False,es,False
BorjaClar,159,528,1866,,False,ca,False
11_manrique,36,133,50,,False,es,False
luismlazaro,208,204,16277,,False,es,False
marmolessanz,217,444,3837,,False,es,False
BeatrizRCano,728,731,7195,,False,es,False
tyriusvalencia,394,368,2104,España,False,es,False
lazaro_mo,115,222,1062,Valencia,False,es,False
padgcl,4,40,3,,False,es,False
JVaroch,30,112,242,Gilet,False,es,False
cachititos84,69,182,928,Valencia,False,es,False
yinsenstudio,700,393,532,,False,es,False
compromisfalles,1498,1079,8303,Ciutat de Val\u00e8ncia,False,ca,False
perefe,895,1260,7604,Burjassot VLC,False,es,False
Hectogonz,2724,1855,13127,Valencia,False,es,False
AlexVillaClari,218,370,430,,False,es,False
JordiHidalgoS,780,858,1584,Valencia,False,es,False
josclimar,216,754,700,Val\u00e8ncia - La Llosa de Ranes,False,ca,False
NEXUS620,1761,4806,15601,,False,es,False
JaviGTarin,72,156,341,Valencia,False,es,False
Aurolenska,519,187,517,,False,es,False
jemonva,98,183,1515,Valencia,False,es,False
Monrealmartinez,2328,857,14072,Valencia,False,es,False
coronas811,7,113,7,Valencia,False,es,False
mrbreadface,90,153,131,,False,es,False
Ribes03,56,202,398,,False,es,False
OpticaMEsteban,117,214,183,Rodr\u00edguez de Cepeda,False,es,False
ImaRoig,1556,3268,11234,,False,es,False
dulces_perez,124,228,202,Valencia,False,es,False
jorgebo97,121,859,1425,Valencia,False,es,False
OliviaCestevez,166,741,287,Valencia,False,es,False
AnaisbabaAna,17,196,3,Valencia,False,es,False
CrisEsteMari,900,909,4911,Valencia,False,es,False
Belorente,47,126,416,Valencia,False,es,False
Infoguiavalenci,414,387,3569,Valencia,False,es,False
srospardo,36,322,309,Valencia,False,en,False
_gtrenco,62,124,177,Valencia,False,es,False
GmezMarin,167,172,1330,,False,es,False
vanessarosello,19,108,45,Valencia-España,False,es,False
Sergiopolocval,22,235,5,,False,es,False
bysantibas,8,95,28,,False,es,False
Anatparra,19,75,93,,False,es,False
NeusFaSan,854,877,3106,,False,es,False
NadiaBernat,37,112,279,,False,es,False
pepesillero,277,349,2174,Bicorp,False,es,False
Tracaperafalles,858,1023,1287,Valencia,False,es,False
gbereng,77,265,858,Valencia,False,es,False
labanquetaBN,527,497,20010,Valencia,False,es,False
joperpa,5,11,20,Valencia,False,es,False
FlorentE_,511,914,1854,Lille,False,fr,False
JavierArgente,428,892,3116,Valencia,False,es,False
carmeneulopez,68,232,181,España,False,es,False
pablomagub,50,73,33,Valencia,False,ca,False
jmarco84,4,184,194,,False,ca,False
jamorenotw,150,879,40,,False,es,False
alemolina24,1224,3499,77114,Iberoam\u00e9rica,False,es,False
VictorCaminoVlc,1426,976,33864,Valencia,False,ca,False
machus00,5,156,21,,False,es,False
jenarod_,99,69,182,,False,es,False
ValenAlcala,477,467,9263,D\u00e9nia  (Pa\u00eds Valenci\u00e0 - Espanya),False,ca,False
cecoval,1169,1109,664,Valencia,False,es,False
nachbaeza,19,246,86,Alicante,False,es,False
martinmoreno221,60,131,802,Valencia,False,es,False
verdrue,707,1487,23117,Comunitat Valenciana,False,es,False
petshopbois,13,73,316,Valencia,False,es,False
Valenciaturismo,31455,1620,6519,Comunidad ValencES,False,es,False
akatedra,130,1008,350,,False,es,False
JFran76,977,1756,14351,,False,es,False
AnaiCantero,111,309,1475,Patraix,False,es,False
MTMGuillen,275,1033,304,Madrid,False,es,False
xonete,49,464,223,Valencia,False,es,False
cuquerella,1695,1251,4602,,False,ca,False
andreumas1995,573,2484,8131,Valencia,False,ca,False
sensenick,85,205,1305,,False,es,False
Maria_VargasUPV,169,355,566,,False,es,False
vialitas_es,378,238,3505,Valencia,False,es,False
kazikon,76,312,1194,La Pobla Llarga,False,es,False
iduca76,11,313,153,,False,es,False
dagilgon,40,197,59,Valencia,False,es,False
francescfelipe,1770,1286,12173,Valencia,False,ca,False
adria_rp,956,4111,11682,Taradell - Barcelona,False,ca,False
xatet11,93,488,393,manuel ( valencia),False,es,False
lu_tovar,75,104,199,Valencia,False,es,False
jor_db,8,68,264,,False,es,False
luzcomucho,44,220,59,,False,es,False
MargaRosello,363,2006,806,Melmack & \u2764D\u00e8nia,False,es,False
Amarrategui21,156,551,1267,Valencia,False,es,False
cargiferr,143,606,1128,Val\u00e8ncia,False,es,False
JoseFAndreu,703,1473,788,,False,es,False
chindasvint0,52,159,12,,False,es,False
JacoboIllueca,92,186,335,Valencia,False,es,False
sinfrenos_vlc,440,2118,25786,,False,es,False
matetopa,106,589,171,Gilet,False,es,False
belengodu,126,355,539,,False,es,False
EscMorera,575,922,10414,D\u00e9nia (Alicante) ,False,es,False
XimoSalvador,27,53,40,Valencia,False,es,False
silviaparicio_,305,709,9062,NZ-BKK-UE-NYC,False,en,False
RicardChulia,2700,1893,37313,Torrent,False,ca,False
moncayo92,243,565,2974,Picanya,False,es,False
CCrispatrix,57,329,448,,False,es,False
_clerma,152,266,2892,Valencia,False,es,False
eudald62,93,272,390,Val\u00e8ncia-Marraqu\u00e8ix,False,ca,False
Beatriz_Iborra,5,70,6,,False,es,False
psikosko,234,753,1945,Valencia,False,es,False
lydelcan,1765,500,7980,España,False,es,False
Strawberrymarta,205,483,7156,Valencia,False,ca,False
TSanxis,19,74,966,,False,es,False
SergioGTudela,226,698,941,Valencia,False,es,False
albforcada,68,120,566,Madrid,False,es,False
luisestarlich,256,544,867,Madrid-Val\u00e8ncia,False,es,False
enric_cy,338,428,4940,Val\u00e8ncia,False,es,False
Vicente38551234,14,135,517,,False,es,False
xxSuzux,397,652,27443,,False,es,False
aialbal,116,580,319,Valencia,False,es,False
ViuValencia,5383,4283,14226,Val\u00e8ncia,False,es,False
dezaaitor,442,1179,730,Val\u00e8ncia-Gasteiz,False,es,False
nicasta_nirasta,174,198,5671,,False,en,False
RafaXambo,7023,1530,71809,Valencia,False,ca,False
espasku,293,429,1607,Valencia,False,es,False
carafina86,36,237,2955,Valencia,False,es,False
anaoltmor,223,520,3386,,False,es,False
avaecval,482,1073,2614,Valencia,False,es,False
vanefarma,100,254,2975,Valencia,False,es,False
josepclim,961,1383,6084,Valencia,False,ca,False
krmencg,126,170,915,Valencia,False,es,False
PatriMartinezG,831,896,1208,Vilamarxant,False,es,False
Catreyu,52,59,129,,False,es,False
dalbarias,129,346,1508,Valencia,False,es,False
dagonviv,894,421,15910,Valencia,False,es,False
esmovia,666,1409,1617,Valencia,False,es,False
gerardocarlavi1,269,252,4403,Valencia,False,es,False
Emiraotos,1212,1171,17587,Otos,False,es,False
jm_catalan,101,1181,17,,False,es,False
mmarqing,366,1202,811,Alboraya - Valencia - Spain,False,es,False
adriantutkmon,33,442,31,,False,es,False
pedrofer14,25,285,222,,False,es,False
adrian62140817,32,290,25,Valencia,False,es,False
vicent_peris,91,506,1145,,False,ca,False
churret68,78,301,467,Valencia,False,es,False
TeleActualidad,806,2420,4443,,False,es,False
Antitaurina3,762,986,11270,,False,es,False
Vicent__Gomez,32,185,180,,False,es,False
javiberenguer7,184,195,3229,Valencia,False,es,False
mapebix,990,1330,6026,Barxeta - Val\u00e8ncia,False,es,False
Adrenalfaro,135,403,2862,,False,es,False
jcuencacortes,174,451,1457,Valencia - Albaida - Tronch\u00f3n,False,es,False
antyocris,14,1341,168,Valencia,False,es,False
elfilldelmetge,208,276,33444,,False,es,False
SimioCruel,181,445,3755,New York,False,en,False
elcadafal,733,1375,22611,Orl\u00e9ans,False,ca,False
1234vanessa5678,55,224,5323,,False,es,False
Neus__Navarro,681,398,6833,De Val\u00e8ncia en Barcelona,False,es,False
joanrribo,54,103,282,Valencia,False,es,False
Amparin65,229,363,10589,VALENCIA,False,es,False
sentirene1,190,284,2329,,False,es,False
amanyezmiro,122,214,1063,,False,es,False
josertomasr,323,290,7963,Val\u00e8ncia - Le\u00f3n,False,es,False
GVAivc,6544,2070,9809,Valencia,False,es,False
LeonorBRvlc,125,159,15276,Valencia,False,es,False
flyfap,602,511,53829,Valencia,False,ca,False
Ignacio_Pitarch,165,133,2016,España,False,es,False
Noe_jc30,28,354,271,Valencia,False,es,False
bienvete,45,67,208,Valencia,False,es,False
juliovalero7,693,900,1719,,False,es,False
Carluitos,65,269,355,,False,es,False
alejandcolomer,25,113,78,Comunidad Valenciana,False,es,False
martatorrado,4436,1330,2515,valencia. madrid. espa\u00f1a,True,es,False
IvanTalens,3261,2505,4694,Valencia,False,es,False
IsraelSanchis,89,849,328,Picassent,False,es,False
SilviaMartn3,65,214,9,Valencia,False,es,False
stpeiro,41,239,8990,,False,es,False
maprima_vcia,30,71,644,,False,es,False
MireiaMolla,19176,1467,14143,,False,es,False
netvalencia,29,466,158,Valencia,False,es,False
rosamalonda,291,784,1354,Oliva,False,es,False
pilarroman,1113,1068,3324,Gand\u00eda ( Valencia),False,es,False
VictorCubas2,158,501,1190,,False,es,False
InmaAmoros,102,212,1178,,False,es,False
Mercavalencia1,1177,554,1996,Carrera d'En Corts,False,es,False
laupela,70,158,221,Valencia,False,es,False
iwonderwall,1005,374,31002,Valencia,False,es,False
MiquelMinyo,83,429,687,Alboraia,False,es,False
partisanogay,3,42,563,Mosc\u00fa,False,es,False
desvanida,3716,1689,13487,Oliva / la Sa\u00efdia (VLC),False,ca,False
feldiji,95,42,1847,Valencia,False,es,False
carlosval1974,39,583,3565,,False,es,False
niutoniano,36,229,112,,False,en,False
PilarAlbAlb,341,839,2788,Valencia,False,es,False
versantfalles,40,85,95,Valencia,False,es,False
AngelicaGmez7,298,162,1207,Valencia,False,es,False
cocadepanses,78,271,2124,,False,es,False
GinesRubioGarci,56,201,33,,False,es,False
96_josep,210,299,506,l'Alc\u00fadia,False,es,False
NaBayolet,1978,3094,22852,Alaqu\u00e0s,False,es,False
Felip_sg,1192,838,51943,Elx,False,es,False
Vicent_B_N,111,355,1226,,False,es,False
alvarofb78,166,228,483,Val\u00e8ncia,False,es,False
DavidPortilloc,203,412,2731,Val\u00e8ncia,False,es,False
valdeo87,192,1126,616,Valencia,False,es,False
CrmnSita,156,762,4305,Sherwood,False,es,False
Davit_M,111,133,1669,,False,es,False
Argilagues,1455,2071,58513,Pa\u00efsos Catalans,False,ca,False
Ampagova,39,243,1077,,False,es,False
JosepChiner,59,472,63,,False,ca,False
MarAlegreS,137,296,1842,,False,es,False
RosaMtez,5,30,1,,False,es,False
roig_arranz,326,453,1466,Valencia,False,es,False
martadesa23,140,1017,731,,False,es,False
lolesburguete,327,437,2859,Valencia,False,es,False
tormosmaite,307,917,2400,Valencia,False,es,False
ErnestParra1,1558,1569,12843,Oliva. Val\u00e8ncia,False,ca,False
ramn_rodrigo,182,508,597,,False,es,False
molibask,42,225,200,,False,es,False
AgusRomaguera,121,239,842,,False,es,False
AnnaGAES,567,651,6994,Safor (Valent\u00ednia),False,ca,False
mpcuesta12,27,332,463,,False,es,False
edugarto,859,672,3402,Valencia,False,es,False
JorgeSales__,154,469,3069,Valencia,False,es,False
JordiFont5,10,167,4,,False,ca,False
salvachari,55,180,2519,,False,es,False
josefcorcuq,16,44,36,,False,es,False
Oh_Guero,26,236,158,Valencia,False,es,False
_T0LC,398,1635,19773,Madrid,False,es,False
oltrahuguet,296,403,1748,,False,ca,False
RafaelJosCaste1,52,247,40,Chiva,False,es,False
Rafael_Redondo,125,305,2019,Valencia,False,es,False
angelesrods,66,164,794,,False,es,False
CristinaVzquez,1393,527,2599,Valencia,False,es,False
ansanbon,61,183,997,Usted est\u00e1 aqu\u00ed/Vost\u00e9 est\u00e0 ac\u00ed,False,es,False
jordirovirabusq,240,945,1476,,False,ca,False
kq3003,23,143,808,,False,es,False
anabeel156,112,211,541,Valencia,False,es,False
mariavlc91,311,2419,769,Valencia,False,es,False
valhalaboy,47,484,344,Valencia-Sueca,False,es,False
iverdoy,37,287,37,VALENCIA,False,es,False
Marilin_51,8,122,16,Valencia,False,es,False
Quiquevadebo,1693,1467,19093,Almenara,False,ca,False
Snop_Wiggin,67,489,2281,,False,es,False
Anil12332145665,2,26,1,,False,es,False
elmeumestre,282,180,941,Valencia,False,es,False
carlitos4400,118,209,4129,,False,es,False
bernavlc,80,210,3081,Regne Valencia,False,es,False
esmorzarpopular,4822,1561,2288,,False,es,False
ToniRamos4,447,591,927,,False,es,False
Pepeferllinares,27,350,13,L'Alf\u00e0s del Pi,False,es,False
enric23val,36,175,1602,,False,es,False
joseviana72,129,377,556,,False,es,False
amparopaletes,181,356,2654,,False,ca,False
juancb91,75,298,44,ontinyent,False,es,False
meryuf,15,93,28,,False,es,False
NOEVCIA,279,563,1329,Valencia,False,es,False
miqlangl,300,1730,441,Valencia - Barcelona,False,en,False
india_oliva,42,244,2014,,False,es,False
AlvaropuigJ,72,135,9156,Valencia,False,ca,False
Angmarh,39,141,482,,False,es,False
JuanBarbera26,446,182,11167,Valencia,False,es,False
XiscoAlapont,233,610,5550,Catarroja Valencia,False,es,False
samcarcaixent,219,497,651,Valencia,False,ca,False
joseariza77,288,725,2513,Valencia,False,es,False
AVTramo9,125,67,361,,False,es,False
kyuss_ero,446,1603,25815,D\u00e9nia i Val\u00e8ncia,False,ca,False
gharoj,1004,2649,3835,Valencia,False,es,False
EFE_CValenciana,3327,230,20980,Valencia,False,es,False
joanen_,219,307,9677,la Ribera Alta,False,es,False
ruthpado,94,214,208,,False,es,False
AitanaMas,3699,750,5970,Crevillent (Alacant),False,ca,False
ravenna2012,34,137,1338,Valencia,False,es,False
rourevlc,2574,2338,86850,Val\u00e8ncia upon T\u00faria,False,ca,False
macalaz,382,561,4487,,False,es,False
lau86sn,18,281,186,Valencia,False,es,False
asensio_conrado,11,37,4,,False,es,False
R_Porcar,486,889,10297,Valencia,False,es,False
ic_sefa,56,411,876,Valencia,False,es,False
yara_lp,1290,1221,8285,Valencia,False,es,False
MribelReal2,743,760,26182,Benet\u00fasser,False,es,False
HugolMantilla,260,1777,7195,Crianlarich,False,es,False
Informa_Turismo,1037,439,2050,#delaterreta,False,es,False
RakyFerrer,122,201,1654,Valencia,False,es,False
SilviaPuchades,13,28,7,,False,es,False
JuanMiguelGar12,4,61,1,,False,es,False
tinohg,54,102,107,Valencia,False,es,False
RaulCSQN,1168,2311,16551,Montcada (Val\u00e8ncia),False,es,False
lublasco,312,396,6525,Valencia,False,es,False
pinososmb,0,26,19,,False,es,False
Pau_Taiotoshi,266,798,543,,False,ca,False
homefoc,508,1222,5928,,False,es,False
benicadell1,182,404,400,Benicadell,False,es,False
LorenaLLore,76,182,1875,Valencia,False,es,False
begimar,252,699,10514,Tegal Siwalan,False,es,False
tormixdj,577,602,28061,Borriana ,False,en,False
alexhernan_10,71,147,39,,False,es,False
BenimametNews,371,49,2214,Benim\u00e0met,False,ca,False
miswasabi,294,667,8319,Val\u00e8ncia - Cranfield (UK),False,es,False
torubio,72,291,691,Valencia,False,en,False
oronetaroscana,296,631,3193,Val\u00e8ncia-ClermontFerrand,False,ca,False
adsenon,20,183,129,Valencia,False,es,False
Noeliia3,53,428,399,Valencia & Cardiff,False,es,False
mbonilla1409,60,556,1010,Valencia,False,es,False
Juan_Reig,23,75,17,Valencia,False,es,False
Edufelip25,79,376,307,Sollana,False,es,False
teresa_279,88,189,4160,,False,es,False
